valve_id,segment_id,date,position_pct,state,response_time_sec,leak_test_result
V-01-3,01,2025-12-14,98.0,Open,2.8,Pass
V-02-1,02,2025-12-14,97.6,Open,4.4,Pass
V-02-2,02,2025-12-14,96.1,Open,3.3,Pass
V-02-3,02,2025-12-14,97.8,Open,1.2,Pass
V-03-1,03,2025-12-14,97.8,Open,4.6,Pass
V-03-2,03,2025-12-14,5.5,Closed,0.7,Pass
V-03-3,03,2025-12-14,97.3,Open,2.1,Pass
V-04-1,04,2025-12-14,96.0,Open,4.1,Pass
V-04-2,04,2025-12-14,96.5,Open,4.1,Pass
V-04-3,04,2025-12-14,95.5,Open,1.7,Pass
V-05-1,05,2025-12-14,96.3,Open,3.6,Fail
V-05-2,05,2025-12-14,98.5,Open,0.9,Pass
V-05-3,05,2025-12-14,96.6,Open,1.9,Pass
V-06-1,06,2025-12-14,99.0,Open,3.8,Pass
V-06-2,06,2025-12-14,98.3,Open,0.5,Pass
V-06-3,06,2025-12-14,96.0,Open,1.1,Pass
V-07-1,07,2025-12-14,98.9,Open,4.1,Pass
V-07-2,07,2025-12-14,98.2,Open,3.6,Pass
V-07-3,07,2025-12-14,96.2,Open,3.4,Pass
V-01-1,01,2025-12-15,96.6,Open,4.3,Pass
V-01-2,01,2025-12-15,97.7,Open,2.2,Pass
V-01-3,01,2025-12-15,99.7,Open,2.4,Pass
V-02-1,02,2025-12-15,97.1,Open,3.2,Pass
V-02-2,02,2025-12-15,97.4,Open,0.7,Pass
V-02-3,02,2025-12-15,95.8,Open,4.2,Pass
V-03-1,03,2025-12-15,96.7,Open,3.9,Pass
V-03-2,03,2025-12-15,99.7,Open,4.8,Pass
V-03-3,03,2025-12-15,97.7,Open,4.1,Pass
V-04-1,04,2025-12-15,97.3,Open,2.5,Pass
V-04-2,04,2025-12-15,16.3,Closed,4.7,Pass
V-04-3,04,2025-12-15,97.1,Open,4.5,Pass
V-05-1,05,2025-12-15,95.8,Open,1.7,Fail
V-05-2,05,2025-12-15,97.4,Open,3.4,Pass
V-05-3,05,2025-12-15,97.5,Open,3.2,Pass
V-06-1,06,2025-12-15,98.3,Open,4.1,Pass
V-06-2,06,2025-12-15,97.2,Open,4.8,Pass
V-06-3,06,2025-12-15,19.6,Closed,1.1,Pass
V-07-1,07,2025-12-15,95.4,Open,0.6,Pass
V-07-2,07,2025-12-15,99.4,Open,3.5,Pass
V-07-3,07,2025-12-15,98.1,Open,1.0,Pass
V-01-1,01,2025-12-16,98.2,Open,0.7,Pass
V-01-2,01,2025-12-16,98.8,Open,3.1,Pass
V-01-3,01,2025-12-16,95.1,Open,3.2,Pass
V-02-1,02,2025-12-16,97.1,Open,3.6,Pass
V-02-2,02,2025-12-16,95.0,Open,2.1,Pass
V-02-3,02,2025-12-16,96.7,Open,2.8,Pass
V-03-1,03,2025-12-16,96.1,Open,2.2,Pass
V-03-2,03,2025-12-16,96.8,Open,3.1,Pass
V-03-3,03,2025-12-16,96.5,Open,2.2,Pass
V-04-1,04,2025-12-16,95.0,Open,1.0,Pass
V-04-2,04,2025-12-16,99.6,Open,4.2,Pass
V-04-3,04,2025-12-16,95.9,Open,3.2,Pass
V-05-1,05,2025-12-16,99.9,Open,4.3,Pass
V-05-2,05,2025-12-16,95.2,Open,0.7,Pass
V-05-3,05,2025-12-16,14.4,Closed,0.7,Pass
V-06-1,06,2025-12-16,98.2,Open,3.9,Pass
V-06-2,06,2025-12-16,95.8,Open,2.6,Pass
V-06-3,06,2025-12-16,95.6,Open,2.9,Pass
V-07-1,07,2025-12-16,15.6,Closed,4.6,Pass
V-07-2,07,2025-12-16,99.6,Open,4.2,Pass
V-07-3,07,2025-12-16,99.4,Open,2.2,Pass
V-01-1,01,2025-12-17,98.4,Open,3.1,Pass
V-01-2,01,2025-12-17,95.7,Open,1.1,Pass
V-01-3,01,2025-12-17,96.8,Open,5.0,Pass
V-02-1,02,2025-12-17,98.5,Open,0.7,Fail
V-02-2,02,2025-12-17,96.2,Open,4.0,Pass
V-02-3,02,2025-12-17,98.2,Open,3.2,Pass
V-03-1,03,2025-12-17,97.2,Open,2.5,Pass
V-03-2,03,2025-12-17,97.7,Open,1.4,Pass
V-03-3,03,2025-12-17,96.9,Open,4.6,Pass
V-04-1,04,2025-12-17,99.7,Open,1.8,Pass
V-04-2,04,2025-12-17,95.3,Open,4.4,Pass
V-04-3,04,2025-12-17,96.9,Open,2.9,Pass
V-05-1,05,2025-12-17,95.8,Open,1.1,Pass
V-05-2,05,2025-12-17,97.0,Open,0.7,Pass
V-05-3,05,2025-12-17,96.2,Open,3.7,Pass
V-06-1,06,2025-12-17,99.0,Open,4.6,Pass
V-06-2,06,2025-12-17,96.6,Open,3.4,Pass
V-06-3,06,2025-12-17,96.5,Open,2.8,Pass
V-07-1,07,2025-12-17,99.1,Open,2.3,Pass
V-07-2,07,2025-12-17,98.3,Open,1.9,Pass
V-07-3,07,2025-12-17,98.1,Open,1.6,Pass
V-01-1,01,2025-12-18,97.4,Open,3.1,Pass
V-01-2,01,2025-12-18,95.0,Open,2.7,Pass
V-01-3,01,2025-12-18,95.0,Open,3.1,Pass
V-02-1,02,2025-12-18,95.4,Open,1.5,Pass
V-02-2,02,2025-12-18,95.8,Open,4.6,Pass
V-02-3,02,2025-12-18,96.8,Open,3.2,Pass
V-03-1,03,2025-12-18,97.2,Open,4.9,Pass
V-03-2,03,2025-12-18,95.7,Open,3.2,Fail
V-03-3,03,2025-12-18,95.9,Open,2.2,Pass
V-04-1,04,2025-12-18,95.3,Open,2.2,Pass
V-04-2,04,2025-12-18,99.2,Open,2.4,Pass
V-04-3,04,2025-12-18,98.6,Open,2.7,Pass
V-05-1,05,2025-12-18,96.5,Open,0.9,Pass
V-05-2,05,2025-12-18,98.5,Open,1.9,Pass
V-05-3,05,2025-12-18,95.6,Open,0.6,Pass
V-06-1,06,2025-12-18,96.5,Open,2.0,Pass
V-06-2,06,2025-12-18,99.9,Open,3.2,Pass
V-06-3,06,2025-12-18,95.8,Open,1.3,Pass
V-07-1,07,2025-12-18,98.5,Open,2.3,Pass
V-07-2,07,2025-12-18,98.6,Open,2.0,Pass
V-07-3,07,2025-12-18,97.4,Open,2.0,Pass
V-01-1,01,2025-12-19,97.1,Open,4.2,Pass
V-01-2,01,2025-12-19,97.2,Open,1.2,Pass
V-01-3,01,2025-12-19,98.7,Open,2.0,Pass
V-02-1,02,2025-12-19,96.1,Open,2.8,Pass
V-02-2,02,2025-12-19,96.6,Open,1.1,Pass
V-02-3,02,2025-12-19,96.1,Open,2.1,Pass
V-03-1,03,2025-12-19,98.1,Open,4.3,Pass
V-03-2,03,2025-12-19,98.8,Open,4.5,Pass
V-03-3,03,2025-12-19,98.8,Open,3.7,Pass
V-04-1,04,2025-12-19,95.8,Open,4.1,Fail
V-04-2,04,2025-12-19,96.8,Open,3.9,Pass
V-04-3,04,2025-12-19,99.5,Open,1.9,Pass
V-05-1,05,2025-12-19,99.9,Open,4.1,Pass
V-05-2,05,2025-12-19,99.1,Open,3.8,Pass
V-05-3,05,2025-12-19,99.7,Open,4.2,Pass
V-06-1,06,2025-12-19,97.2,Open,4.4,Pass
V-06-2,06,2025-12-19,98.9,Open,2.9,Pass
V-06-3,06,2025-12-19,96.9,Open,0.8,Pass
V-07-1,07,2025-12-19,97.5,Open,4.7,Pass
V-07-2,07,2025-12-19,97.5,Open,4.2,Pass
V-07-3,07,2025-12-19,97.9,Open,3.7,Pass
V-01-1,01,2025-12-20,97.4,Open,2.8,Fail
V-01-2,01,2025-12-20,97.1,Open,3.8,Pass
V-01-3,01,2025-12-20,97.2,Open,2.3,Pass
V-02-1,02,2025-12-20,98.7,Open,1.9,Pass
V-02-2,02,2025-12-20,99.9,Open,2.1,Pass
V-02-3,02,2025-12-20,95.0,Open,2.7,Pass
V-03-1,03,2025-12-20,97.6,Open,4.8,Pass
V-03-2,03,2025-12-20,99.6,Open,3.2,Pass
V-03-3,03,2025-12-20,96.7,Open,0.5,Pass
V-04-1,04,2025-12-20,97.3,Open,1.1,Pass
V-04-2,04,2025-12-20,96.4,Open,0.6,Pass
V-04-3,04,2025-12-20,98.5,Open,0.6,Pass
V-05-1,05,2025-12-20,97.0,Open,1.5,Pass
V-05-2,05,2025-12-20,99.2,Open,1.6,Pass
V-05-3,05,2025-12-20,96.1,Open,2.4,Pass
V-06-1,06,2025-12-20,99.1,Open,3.5,Pass
V-06-2,06,2025-12-20,99.2,Open,3.0,Pass
V-06-3,06,2025-12-20,99.7,Open,1.9,Pass
V-07-1,07,2025-12-20,96.7,Open,1.4,Pass
V-07-2,07,2025-12-20,99.4,Open,4.7,Pass
V-07-3,07,2025-12-20,98.2,Open,2.4,Pass
V-01-1,01,2025-12-21,98.8,Open,1.9,Pass
V-01-2,01,2025-12-21,97.0,Open,0.5,Pass
V-01-3,01,2025-12-21,99.3,Open,2.1,Pass
V-02-1,02,2025-12-21,97.7,Open,1.9,Pass
V-02-2,02,2025-12-21,12.8,Closed,4.1,Pass
V-02-3,02,2025-12-21,95.4,Open,1.2,Pass
V-03-1,03,2025-12-21,98.3,Open,4.0,Pass
V-03-2,03,2025-12-21,96.1,Open,4.9,Pass
V-03-3,03,2025-12-21,96.6,Open,3.0,Pass
V-04-1,04,2025-12-21,96.0,Open,1.1,Fail
V-04-2,04,2025-12-21,99.0,Open,4.3,Pass
V-04-3,04,2025-12-21,99.0,Open,3.1,Pass
V-05-1,05,2025-12-21,99.4,Open,3.4,Pass
V-05-2,05,2025-12-21,98.1,Open,2.5,Pass
V-05-3,05,2025-12-21,97.7,Open,1.3,Pass
V-06-1,06,2025-12-21,98.2,Open,1.0,Pass
V-06-2,06,2025-12-21,97.0,Open,2.3,Pass
V-06-3,06,2025-12-21,97.2,Open,1.1,Pass
V-07-1,07,2025-12-21,96.8,Open,3.6,Pass
V-07-2,07,2025-12-21,95.6,Open,2.3,Pass
V-07-3,07,2025-12-21,96.7,Open,4.8,Pass
V-01-1,01,2025-12-22,99.4,Open,3.0,Pass
V-01-2,01,2025-12-22,95.2,Open,3.9,Pass
V-01-3,01,2025-12-22,97.9,Open,4.7,Pass
V-02-1,02,2025-12-22,95.7,Open,4.7,Pass
V-02-2,02,2025-12-22,96.2,Open,1.9,Pass
V-02-3,02,2025-12-22,100.0,Open,1.9,Pass
V-03-1,03,2025-12-22,97.1,Open,3.0,Pass
V-03-2,03,2025-12-22,96.5,Open,3.4,Pass
V-03-3,03,2025-12-22,97.7,Open,1.8,Pass
V-04-1,04,2025-12-22,99.3,Open,5.0,Pass
V-04-2,04,2025-12-22,97.3,Open,2.1,Pass
V-04-3,04,2025-12-22,95.6,Open,4.1,Pass
V-05-1,05,2025-12-22,95.3,Open,4.3,Pass
V-05-2,05,2025-12-22,98.6,Open,2.3,Pass
V-05-3,05,2025-12-22,99.8,Open,0.7,Pass
V-06-1,06,2025-12-22,95.4,Open,4.3,Pass
V-06-2,06,2025-12-22,96.4,Open,4.9,Pass
V-06-3,06,2025-12-22,95.5,Open,4.6,Pass
V-07-1,07,2025-12-22,97.5,Open,2.6,Pass
V-07-2,07,2025-12-22,98.2,Open,3.3,Pass
V-07-3,07,2025-12-22,8.8,Closed,1.2,Pass
V-01-1,01,2025-12-23,28.1,Closed,1.5,Pass
