timestamp,ambient_temp_f,precipitation_in,wind_speed_mph,humidity_pct,ground_temp_f,frost_heave_risk
2025-12-09T20:00:00,61.2,0,6.9,60.3,44.8,No
2025-12-09T21:00:00,61.6,0,6.8,83.2,45.3,No
2025-12-09T22:00:00,42.3,0,6.4,77.1,29.3,Yes
2025-12-09T23:00:00,46.0,0,10.4,44.6,31.5,Yes
2025-12-10T00:00:00,52.0,0,11.9,87.0,35.0,No
2025-12-10T01:00:00,60.8,0.12,6.8,85.4,48.7,No
2025-12-10T02:00:00,60.5,0,8.1,60.1,45.7,No
2025-12-10T03:00:00,44.6,0,8.5,68.8,30.2,Yes
2025-12-10T04:00:00,48.2,0,9.7,94.3,35.6,No
2025-12-10T05:00:00,38.4,0,15.1,57.0,21.9,Yes
2025-12-10T06:00:00,57.9,0,0,77.5,44.8,No
2025-12-10T07:00:00,48.0,0,9.5,87.4,35.2,No
2025-12-10T08:00:00,61.0,0.08,13.4,92.6,43.7,No
2025-12-10T09:00:00,54.5,0,0.5,60.1,40.0,No
2025-12-10T10:00:00,61.4,0,10.0,69.8,43.6,No
2025-12-10T11:00:00,55.8,0,4.5,42.9,45.7,No
2025-12-10T12:00:00,56.9,0,13.4,49.5,43.3,No
2025-12-10T13:00:00,63.8,0.04,5.3,46.7,44.6,No
2025-12-10T14:00:00,77.1,0,8.3,39.1,61.8,No
2025-12-10T15:00:00,58.6,0,8.0,55.4,35.6,No
2025-12-10T16:00:00,64.1,0.24,10.0,88.6,48.5,No
2025-12-10T17:00:00,56.1,0,8.3,52.4,44.6,No
2025-12-10T18:00:00,59.6,0,2.7,67.3,49.2,No
2025-12-10T19:00:00,54.9,0,5.3,40.8,39.7,No
2025-12-10T20:00:00,45.7,0,11.7,40.0,33.5,No
2025-12-10T21:00:00,43.3,0,0.7,48.7,29.8,Yes
2025-12-10T22:00:00,60.4,0,10.0,86.7,48.4,No
2025-12-10T23:00:00,50.4,0,7.8,45.3,33.8,No
2025-12-11T00:00:00,67.7,0,16.8,61.0,52.6,No
2025-12-11T01:00:00,47.9,0,5.0,37.7,32.2,No
2025-12-11T02:00:00,52.3,0,6.1,82.5,36.5,No
2025-12-11T03:00:00,59.0,0,0,32.2,42.7,No
2025-12-11T04:00:00,42.6,0.09,11.6,61.1,30.4,Yes
2025-12-11T05:00:00,64.2,0,11.8,86.8,48.5,No
2025-12-11T06:00:00,59.7,0.27,7.0,40.2,41.8,No
2025-12-11T07:00:00,57.6,0,8.1,46.4,36.9,No
2025-12-11T08:00:00,52.5,0.13,13.5,72.2,38.7,No
2025-12-11T09:00:00,64.3,0,8.4,79.8,49.8,No
2025-12-11T10:00:00,42.5,0,8.1,68.1,26.4,Yes
2025-12-11T11:00:00,55.2,0,11.1,75.6,40.7,No
2025-12-11T12:00:00,48.9,0,11.9,49.3,29.1,Yes
2025-12-11T13:00:00,53.0,0,8.3,86.5,36.3,No
2025-12-11T14:00:00,50.7,0,9.9,79.8,28.3,Yes
2025-12-11T15:00:00,59.2,0,9.4,78.8,45.3,No
2025-12-11T16:00:00,49.5,0,4.3,65.1,39.5,No
2025-12-11T17:00:00,46.4,0,9.9,78.9,36.1,No
2025-12-11T18:00:00,50.8,0,9.0,94.1,39.6,No
2025-12-11T19:00:00,63.6,0,13.0,84.3,49.1,No
2025-12-11T20:00:00,57.8,0,12.8,69.0,40.3,No
2025-12-11T21:00:00,63.2,0,3.8,94.7,48.7,No
2025-12-11T22:00:00,59.4,0,2.1,77.5,48.1,No
2025-12-11T23:00:00,51.6,0.1,10.8,56.5,37.4,No
2025-12-12T00:00:00,54.7,0,8.3,85.3,36.2,No
2025-12-12T01:00:00,45.6,0,2.3,78.5,39.2,No
2025-12-12T02:00:00,61.8,0,11.1,88.0,46.6,No
2025-12-12T03:00:00,52.5,0,4.3,31.5,40.1,No
2025-12-12T04:00:00,35.5,0.07,3.3,58.9,16.0,Yes
2025-12-12T05:00:00,57.1,0,5.2,37.8,44.3,No
2025-12-12T06:00:00,46.4,0,0,83.6,36.6,No
2025-12-12T07:00:00,47.3,0,9.5,44.7,31.9,Yes
2025-12-12T08:00:00,60.9,0,9.9,46.0,47.1,No
2025-12-12T09:00:00,55.1,0,5.3,90.9,37.7,No
2025-12-12T10:00:00,53.9,0,7.5,45.5,37.4,No
2025-12-12T11:00:00,70.6,0,3.1,86.2,57.0,No
2025-12-12T12:00:00,59.6,0,0.4,32.2,44.7,No
2025-12-12T13:00:00,49.3,0,12.6,83.5,32.8,No
2025-12-12T14:00:00,65.2,0,0,30.7,49.5,No
2025-12-12T15:00:00,46.3,0,10.8,58.6,32.8,No
2025-12-12T16:00:00,46.1,0,10.6,91.8,28.7,Yes
2025-12-12T17:00:00,42.9,0,7.0,48.7,31.2,Yes
2025-12-12T18:00:00,58.4,0,3.3,30.4,40.6,No
2025-12-12T19:00:00,65.8,0,13.1,64.7,50.9,No
2025-12-12T20:00:00,58.5,0,9.8,66.1,44.1,No
2025-12-12T21:00:00,45.6,0,12.2,54.0,27.6,Yes
2025-12-12T22:00:00,69.7,0,4.2,44.2,58.3,No
2025-12-12T23:00:00,72.5,0,1.4,93.9,56.2,No
2025-12-13T00:00:00,48.7,0,14.1,70.6,35.9,No
2025-12-13T01:00:00,59.3,0,2.1,73.7,46.8,No
2025-12-13T02:00:00,64.3,0,2.1,89.7,50.0,No
2025-12-13T03:00:00,56.6,0,2.1,37.7,39.5,No
2025-12-13T04:00:00,61.7,0,10.0,62.5,49.4,No
2025-12-13T05:00:00,64.8,0.05,4.8,80.6,50.8,No
2025-12-13T06:00:00,57.7,0,2.3,82.1,40.6,No
2025-12-13T07:00:00,52.4,0,14.0,47.0,42.1,No
2025-12-13T08:00:00,68.1,0,0,75.1,50.5,No
2025-12-13T09:00:00,55.1,0,10.3,78.3,39.1,No
2025-12-13T10:00:00,65.2,0,7.1,76.8,53.7,No
2025-12-13T11:00:00,57.0,0,15.6,49.4,41.5,No
2025-12-13T12:00:00,50.4,0.05,5.8,47.2,34.5,No
2025-12-13T13:00:00,63.5,0.03,9.8,83.4,46.9,No
2025-12-13T14:00:00,64.1,0,7.1,87.8,54.1,No
2025-12-13T15:00:00,54.6,0,6.8,30.8,37.5,No
2025-12-13T16:00:00,51.1,0,12.1,57.9,34.7,No
2025-12-13T17:00:00,59.1,0,9.6,91.1,40.5,No
2025-12-13T18:00:00,54.0,0,7.7,68.1,41.6,No
2025-12-13T19:00:00,56.6,0,6.7,70.2,43.6,No
2025-12-13T20:00:00,44.7,0,3.4,68.8,25.8,Yes
2025-12-13T21:00:00,58.8,0,3.6,62.7,45.6,No
2025-12-13T22:00:00,40.1,0,12.5,33.3,19.5,Yes
2025-12-13T23:00:00,70.9,0,8.6,63.0,60.2,No
2025-12-14T00:00:00,64.8,0,6.8,68.1,45.2,No
2025-12-14T01:00:00,55.6,0,14.2,41.7,38.2,No
2025-12-14T02:00:00,65.4,0,12.6,49.5,48.4,No
2025-12-14T03:00:00,57.9,0,3.0,78.0,40.5,No
2025-12-14T04:00:00,46.6,0.18,1.2,60.8,31.5,Yes
2025-12-14T05:00:00,56.4,0,11.3,86.3,49.1,No
2025-12-14T06:00:00,60.6,0,11.7,90.6,44.6,No
2025-12-14T07:00:00,66.5,0.07,7.0,71.4,47.6,No
2025-12-14T08:00:00,61.0,0,9.9,81.5,46.6,No
2025-12-14T09:00:00,48.5,0,12.6,76.8,29.5,Yes
2025-12-14T10:00:00,51.1,0,9.4,33.8,38.8,No
2025-12-14T11:00:00,65.7,0,0,82.6,53.9,No
2025-12-14T12:00:00,58.4,0.05,7.8,73.9,42.3,No
2025-12-14T13:00:00,59.9,0,13.6,53.2,45.7,No
2025-12-14T14:00:00,67.7,0,10.7,48.2,55.7,No
2025-12-14T15:00:00,63.9,0,2.3,73.0,46.4,No
2025-12-14T16:00:00,58.1,0,5.0,66.6,43.8,No
2025-12-14T17:00:00,43.0,0,15.0,60.9,30.2,Yes
2025-12-14T18:00:00,58.4,0.15,8.9,61.6,40.6,No
2025-12-14T19:00:00,64.0,0.01,10.1,63.9,50.6,No
2025-12-14T20:00:00,45.3,0.12,12.7,69.4,33.4,No
2025-12-14T21:00:00,47.4,0,5.0,91.6,32.8,No
2025-12-14T22:00:00,65.6,0.1,3.6,59.9,49.4,No
2025-12-14T23:00:00,60.0,0.13,5.9,90.1,50.4,No
2025-12-15T00:00:00,45.1,0,6.9,40.6,31.4,Yes
2025-12-15T01:00:00,61.3,0,7.1,57.0,50.0,No
2025-12-15T02:00:00,66.3,0,12.5,59.3,49.4,No
2025-12-15T03:00:00,60.0,0,8.7,52.8,46.7,No
2025-12-15T04:00:00,72.0,0,5.4,65.3,54.4,No
2025-12-15T05:00:00,54.4,0,9.4,93.3,43.1,No
2025-12-15T06:00:00,47.4,0,12.6,48.7,28.4,Yes
2025-12-15T07:00:00,51.6,0,7.7,53.1,39.7,No
2025-12-15T08:00:00,49.9,0,11.0,44.7,38.3,No
2025-12-15T09:00:00,47.1,0,6.0,58.6,30.9,Yes
2025-12-15T10:00:00,62.0,0.0,8.3,81.6,42.5,No
2025-12-15T11:00:00,50.7,0,17.4,89.5,35.3,No
2025-12-15T12:00:00,66.3,0,12.7,60.8,45.5,No
2025-12-15T13:00:00,57.8,0,2.0,43.7,41.6,No
2025-12-15T14:00:00,62.5,0,0.4,92.1,42.4,No
2025-12-15T15:00:00,52.2,0,7.6,84.2,38.7,No
2025-12-15T16:00:00,54.5,0,5.0,74.5,42.0,No
2025-12-15T17:00:00,54.8,0,15.9,78.0,37.2,No
2025-12-15T18:00:00,50.2,0,7.0,34.8,39.3,No
2025-12-15T19:00:00,66.4,0.16,14.7,30.1,51.4,No
2025-12-15T20:00:00,56.7,0,12.4,61.0,40.9,No
2025-12-15T21:00:00,51.2,0,13.6,68.0,35.3,No
2025-12-15T22:00:00,54.0,0,4.5,44.4,45.2,No
2025-12-15T23:00:00,57.1,0,5.8,88.5,42.6,No
2025-12-16T00:00:00,55.6,0.05,7.3,30.6,38.5,No
2025-12-16T01:00:00,51.0,0,0.3,83.4,43.6,No
2025-12-16T02:00:00,50.2,0,9.6,41.5,38.1,No
2025-12-16T03:00:00,41.6,0,12.9,39.6,28.2,Yes
2025-12-16T04:00:00,43.6,0,2.4,55.8,27.7,Yes
2025-12-16T05:00:00,51.2,0,8.5,82.7,31.0,Yes
2025-12-16T06:00:00,48.5,0,9.0,76.1,32.9,No
2025-12-16T07:00:00,58.4,0,7.2,87.8,42.8,No
2025-12-16T08:00:00,63.4,0.02,8.1,35.1,47.3,No
2025-12-16T09:00:00,44.3,0,9.5,63.7,34.4,No
2025-12-16T10:00:00,60.6,0,4.8,41.9,47.1,No
2025-12-16T11:00:00,56.6,0,14.5,93.5,43.5,No
2025-12-16T12:00:00,70.3,0,6.5,70.0,47.6,No
2025-12-16T13:00:00,62.8,0,9.2,72.8,52.0,No
2025-12-16T14:00:00,50.8,0,0,88.2,39.0,No
2025-12-16T15:00:00,59.7,0,6.2,61.8,46.0,No
2025-12-16T16:00:00,58.5,0,10.6,37.9,45.5,No
2025-12-16T17:00:00,63.1,0,14.4,65.2,46.0,No
2025-12-16T18:00:00,46.6,0,7.0,33.6,27.3,Yes
2025-12-16T19:00:00,56.8,0,10.0,74.1,43.3,No
2025-12-16T20:00:00,52.5,0,12.0,47.2,38.7,No
2025-12-16T21:00:00,42.3,0,2.9,61.9,22.7,Yes
2025-12-16T22:00:00,57.2,0,5.3,36.3,39.9,No
2025-12-16T23:00:00,51.5,0.05,6.6,72.2,36.3,No
2025-12-17T00:00:00,43.5,0,13.9,86.5,29.6,Yes
2025-12-17T01:00:00,51.6,0,6.7,40.6,40.2,No
2025-12-17T02:00:00,49.6,0,3.4,70.4,36.5,No
2025-12-17T03:00:00,51.7,0,0,80.5,37.4,No
2025-12-17T04:00:00,51.9,0,8.6,61.1,36.7,No
2025-12-17T05:00:00,51.2,0.02,6.8,78.0,29.4,Yes
2025-12-17T06:00:00,50.2,0,7.5,65.8,37.2,No
2025-12-17T07:00:00,64.2,0,6.8,69.2,52.1,No
2025-12-17T08:00:00,48.0,0,7.3,61.9,31.6,Yes
2025-12-17T09:00:00,40.2,0,12.1,86.2,36.4,No
2025-12-17T10:00:00,46.1,0,9.4,36.0,30.0,Yes
2025-12-17T11:00:00,57.3,0,0.3,32.2,39.5,No
2025-12-17T12:00:00,55.1,0,7.8,46.8,42.9,No
2025-12-17T13:00:00,54.6,0,10.0,46.7,47.3,No
2025-12-17T14:00:00,63.0,0,14.8,53.1,50.1,No
2025-12-17T15:00:00,42.0,0,5.9,35.9,23.4,Yes
2025-12-17T16:00:00,54.7,0,7.8,47.5,43.9,No
2025-12-17T17:00:00,56.6,0.2,17.6,58.4,42.5,No
2025-12-17T18:00:00,56.1,0,5.9,80.6,41.8,No
2025-12-17T19:00:00,52.3,0,10.9,77.8,39.9,No
2025-12-17T20:00:00,41.2,0,6.7,52.3,34.1,No
2025-12-17T21:00:00,58.1,0,5.4,88.4,42.6,No
2025-12-17T22:00:00,62.8,0,5.4,47.4,40.6,No
2025-12-17T23:00:00,41.2,0,13.9,65.4,19.9,Yes
2025-12-18T00:00:00,49.7,0,5.1,72.6,31.1,Yes
2025-12-18T01:00:00,59.6,0,6.4,88.3,45.6,No
2025-12-18T02:00:00,69.5,0,5.3,88.1,54.0,No
2025-12-18T03:00:00,71.6,0,10.8,72.7,61.1,No
2025-12-18T04:00:00,52.4,0,7.9,47.4,40.0,No
